inv_no,inv_date,ship_date,cust_id,customer,amount,memo,month
INV-250863,2025-04-04,2025-04-04,C1026,Parma Community College,21727.62,Standing order,2025-04
INV-250864,2025-04-04,2025-04-04,C1026,Parma Community College,5859.89,PO 43508,2025-04
INV-250865,2025-04-04,2025-04-04,C1026,Parma Community College,4645.52,,2025-04
INV-250866,2025-04-04,2025-04-03,C1030,Sandusky Marine and Supply,7560.36,Standing order,2025-04
INV-250867,2025-04-04,2025-04-03,C1030,Sandusky Marine and Supply,4167.7,,2025-04
INV-250868,2025-04-04,2025-04-04,C1030,Sandusky Marine and Supply,3398.22,,2025-04
INV-250869,2025-04-04,2025-04-04,C1033,Summit Healthcare Group Inc.,21664.05,PO 48598,2025-04
INV-250870,2025-04-04,2025-04-04,C1034,Tri-State Warehouse Company,4457.35,,2025-04
INV-250871,2025-04-04,2025-04-04,C1034,Tri-State Warehouse Company,4731.96,,2025-04
INV-250872,2025-04-04,2025-04-04,C1035,Twinsburg Industrial Park LLC,3905.74,PO 48318,2025-04
INV-250873,2025-04-04,2025-04-03,C1036,University Circle Services,6757.52,Standing order,2025-04
INV-250874,2025-04-07,2025-04-07,C1001,Allegheny Property Management LLC,12444.73,Standing order,2025-04
INV-250875,2025-04-07,2025-04-07,C1004,Cedar Point Facility Services,10291.05,PO 46567,2025-04
INV-250876,2025-04-07,2025-04-07,C1004,Cedar Point Facility Services,5047.92,Standing order,2025-04
INV-250877,2025-04-07,2025-04-07,C1010,Forest City Hotels and Resorts,2337.14,,2025-04
INV-250878,2025-04-07,2025-04-07,C1015,Heritage Food Services Inc.,6663.33,PO 48047,2025-04
INV-250879,2025-04-07,2025-04-07,C1018,Kent Valley Hospital,9818.32,,2025-04
INV-250880,2025-04-07,2025-04-07,C1025,Oak Ridge Office Parks,17249.62,,2025-04
INV-250881,2025-04-07,2025-04-07,C1030,Sandusky Marine and Supply,9067.52,,2025-04
INV-250882,2025-04-07,2025-04-06,C1036,University Circle Services,11798.53,Standing order,2025-04
INV-250883,2025-04-07,2025-04-07,C1038,Westlake Commercial Cleaning Company,2839.98,,2025-04
INV-250884,2025-04-07,2025-04-06,C1038,Westlake Commercial Cleaning Company,14616.4,,2025-04
INV-250885,2025-04-07,2025-04-07,C1038,Westlake Commercial Cleaning Company,14211.47,,2025-04
INV-250886,2025-04-08,2025-04-08,C1001,Allegheny Property Management LLC,9031.03,PO 48372,2025-04
INV-250887,2025-04-08,2025-04-08,C1002,Bayview Medical Center Inc.,5598.9,PO 46573,2025-04
INV-250888,2025-04-08,2025-04-08,C1002,Bayview Medical Center Inc.,23492.14,,2025-04
INV-250889,2025-04-08,2025-04-07,C1002,Bayview Medical Center Inc.,5524.73,,2025-04
INV-250890,2025-04-08,2025-04-08,C1008,Evergreen Senior Living Inc.,7411.43,,2025-04
INV-250891,2025-04-08,2025-04-07,C1010,Forest City Hotels and Resorts,2458.07,PO 43242,2025-04
INV-250892,2025-04-08,2025-04-08,C1011,Garfield Industrial Company,22051.13,Standing order,2025-04
INV-250893,2025-04-08,2025-04-07,C1018,Kent Valley Hospital,13307.4,,2025-04
INV-250894,2025-04-08,2025-04-08,C1025,Oak Ridge Office Parks,5131.37,,2025-04
INV-250895,2025-04-08,2025-04-08,C1025,Oak Ridge Office Parks,2311.64,,2025-04
INV-250896,2025-04-08,2025-04-08,C1026,Parma Community College,6340.35,,2025-04
INV-250897,2025-04-08,2025-04-07,C1034,Tri-State Warehouse Company,14885.85,,2025-04
INV-250898,2025-04-08,2025-04-07,C1035,Twinsburg Industrial Park LLC,2909.51,,2025-04
INV-250899,2025-04-08,2025-04-08,C1035,Twinsburg Industrial Park LLC,8616.05,,2025-04
INV-250900,2025-04-08,2025-04-08,C1036,University Circle Services,11682.35,,2025-04
INV-250901,2025-04-08,2025-04-08,C1036,University Circle Services,5399.64,,2025-04
INV-250902,2025-04-08,2025-04-08,C1038,Westlake Commercial Cleaning Company,15911.67,,2025-04
INV-250903,2025-04-08,2025-04-08,C1038,Westlake Commercial Cleaning Company,7211.39,,2025-04
INV-250904,2025-04-09,2025-04-08,C1012,Great Lakes Logistics Inc.,8316.8,Standing order,2025-04
INV-250905,2025-04-09,2025-04-08,C1014,Harborview Apartments LLC,7403.45,PO 48911,2025-04
INV-250906,2025-04-09,2025-04-09,C1025,Oak Ridge Office Parks,4429.68,Standing order,2025-04
INV-250907,2025-04-09,2025-04-09,C1026,Parma Community College,10082.53,,2025-04
INV-250908,2025-04-09,2025-04-09,C1036,University Circle Services,16935.17,PO 43422,2025-04
INV-250909,2025-04-10,2025-04-09,C1002,Bayview Medical Center Inc.,14763.58,Standing order,2025-04
INV-250910,2025-04-10,2025-04-09,C1003,Cardinal Hospitality Group LLC,3184.83,,2025-04
INV-250911,2025-04-10,2025-04-09,C1007,Eastgate Office Partners,5240.11,Standing order,2025-04
INV-250912,2025-04-10,2025-04-10,C1008,Evergreen Senior Living Inc.,4002.98,,2025-04
INV-250913,2025-04-10,2025-04-10,C1008,Evergreen Senior Living Inc.,13950.58,Standing order,2025-04
INV-250914,2025-04-10,2025-04-09,C1011,Garfield Industrial Company,22327.78,PO 45796,2025-04
INV-250915,2025-04-10,2025-04-10,C1012,Great Lakes Logistics Inc.,6742.92,Standing order,2025-04
INV-250916,2025-04-10,2025-04-10,C1018,Kent Valley Hospital,6576.69,Standing order,2025-04
INV-250917,2025-04-10,2025-04-10,C1022,Medina Auto Group,7983.66,Standing order,2025-04
INV-250918,2025-04-10,2025-04-10,C1023,Midwest Stadium Services Inc.,2101.18,,2025-04
INV-250919,2025-04-10,2025-04-09,C1024,North Coast Restaurants LLC,11677.07,PO 46887,2025-04
INV-250920,2025-04-10,2025-04-10,C1025,Oak Ridge Office Parks,2853.68,Standing order,2025-04
INV-250921,2025-04-10,2025-04-10,C1025,Oak Ridge Office Parks,17578.7,,2025-04
INV-250922,2025-04-10,2025-04-10,C1025,Oak Ridge Office Parks,8362.88,,2025-04
INV-250923,2025-04-10,2025-04-10,C1026,Parma Community College,2286.06,Standing order,2025-04
INV-250924,2025-04-10,2025-04-09,C1027,Pinnacle Building Services Inc.,5465.38,,2025-04
INV-250925,2025-04-10,2025-04-10,C1029,Riverside Fitness Clubs LLC,7582.04,,2025-04
INV-250926,2025-04-10,2025-04-10,C1030,Sandusky Marine and Supply,12192.73,PO 46493,2025-04
INV-250927,2025-04-10,2025-04-10,C1033,Summit Healthcare Group Inc.,3656.32,Standing order,2025-04
INV-250928,2025-04-10,2025-04-09,C1033,Summit Healthcare Group Inc.,26143.72,,2025-04
INV-250929,2025-04-10,2025-04-10,C1038,Westlake Commercial Cleaning Company,3841.69,,2025-04
INV-250930,2025-04-11,2025-04-11,C1002,Bayview Medical Center Inc.,10613.52,PO 42052,2025-04
INV-250931,2025-04-11,2025-04-11,C1010,Forest City Hotels and Resorts,3594.24,,2025-04
INV-250932,2025-04-11,2025-04-11,C1012,Great Lakes Logistics Inc.,8750.8,,2025-04
INV-250933,2025-04-11,2025-04-11,C1014,Harborview Apartments LLC,6164.31,,2025-04
INV-250934,2025-04-11,2025-04-11,C1028,Portage Cold Storage Company,4397.01,PO 42831,2025-04
INV-250935,2025-04-11,2025-04-11,C1028,Portage Cold Storage Company,4136.41,,2025-04
INV-250936,2025-04-11,2025-04-10,C1028,Portage Cold Storage Company,3180.13,,2025-04
INV-250937,2025-04-11,2025-04-11,C1037,Valley View Hotels Inc.,6590.96,,2025-04
INV-250938,2025-04-11,2025-04-11,C1040,Youngstown Metal Works Inc.,6148.56,,2025-04
INV-250939,2025-04-11,2025-04-11,C1040,Youngstown Metal Works Inc.,3422.92,,2025-04
INV-250940,2025-04-14,2025-04-14,C1004,Cedar Point Facility Services,12207.56,Standing order,2025-04
INV-250941,2025-04-14,2025-04-14,C1011,Garfield Industrial Company,3642.98,,2025-04
INV-250942,2025-04-14,2025-04-14,C1012,Great Lakes Logistics Inc.,9173.49,,2025-04
INV-250943,2025-04-14,2025-04-14,C1013,Hamilton County Services,19901.26,,2025-04
INV-250944,2025-04-14,2025-04-14,C1015,Heritage Food Services Inc.,4896.38,,2025-04
INV-250945,2025-04-14,2025-04-14,C1023,Midwest Stadium Services Inc.,5199.82,,2025-04
INV-250946,2025-04-14,2025-04-14,C1023,Midwest Stadium Services Inc.,7671.81,,2025-04
INV-250947,2025-04-14,2025-04-13,C1025,Oak Ridge Office Parks,10059.18,Standing order,2025-04
INV-250948,2025-04-14,2025-04-14,C1026,Parma Community College,6632.16,,2025-04
INV-250949,2025-04-14,2025-04-13,C1026,Parma Community College,23878.83,Standing order,2025-04
INV-250950,2025-04-14,2025-04-13,C1028,Portage Cold Storage Company,3537.7,PO 45471,2025-04
INV-250951,2025-04-14,2025-04-14,C1033,Summit Healthcare Group Inc.,33283.38,,2025-04
INV-250952,2025-04-14,2025-04-14,C1033,Summit Healthcare Group Inc.,5492.77,,2025-04
INV-250953,2025-04-14,2025-04-14,C1035,Twinsburg Industrial Park LLC,26098.34,PO 48299,2025-04
INV-250954,2025-04-14,2025-04-14,C1035,Twinsburg Industrial Park LLC,7265.18,,2025-04
INV-250955,2025-04-14,2025-04-13,C1036,University Circle Services,6503.29,,2025-04
INV-250956,2025-04-14,2025-04-13,C1036,University Circle Services,12220.01,PO 49188,2025-04
INV-250957,2025-04-14,2025-04-13,C1040,Youngstown Metal Works Inc.,7925.67,,2025-04
INV-250958,2025-04-15,2025-04-15,C1005,Clearwater Janitorial Company,7861.15,,2025-04
INV-250959,2025-04-15,2025-04-15,C1012,Great Lakes Logistics Inc.,2677.99,,2025-04
INV-250960,2025-04-15,2025-04-15,C1019,Lakeshore Cleaning Services Inc.,34051.68,,2025-04
INV-250961,2025-04-15,2025-04-14,C1022,Medina Auto Group,11072.44,,2025-04
INV-250962,2025-04-15,2025-04-15,C1023,Midwest Stadium Services Inc.,11931.04,,2025-04
INV-250963,2025-04-15,2025-04-14,C1027,Pinnacle Building Services Inc.,5137.47,Standing order,2025-04
INV-250964,2025-04-15,2025-04-15,C1038,Westlake Commercial Cleaning Company,11397.7,,2025-04
INV-250965,2025-04-15,2025-04-14,C1038,Westlake Commercial Cleaning Company,10925.07,Standing order,2025-04
INV-250966,2025-04-15,2025-04-15,C1038,Westlake Commercial Cleaning Company,2578.4,,2025-04
INV-250967,2025-04-15,2025-04-15,C1040,Youngstown Metal Works Inc.,5725.6,PO 41962,2025-04
INV-250968,2025-04-15,2025-04-15,C1040,Youngstown Metal Works Inc.,2721.72,,2025-04
INV-250969,2025-04-15,2025-04-14,C1040,Youngstown Metal Works Inc.,8829.33,Standing order,2025-04
INV-250970,2025-04-16,2025-04-16,C1005,Clearwater Janitorial Company,12253.96,,2025-04
INV-250971,2025-04-16,2025-04-16,C1011,Garfield Industrial Company,8130.67,,2025-04
INV-250972,2025-04-16,2025-04-16,C1012,Great Lakes Logistics Inc.,11154.49,PO 41405,2025-04
INV-250973,2025-04-16,2025-04-16,C1015,Heritage Food Services Inc.,27582.02,,2025-04
INV-250974,2025-04-16,2025-04-16,C1015,Heritage Food Services Inc.,2618.51,PO 49633,2025-04
INV-250975,2025-04-16,2025-04-16,C1022,Medina Auto Group,16556.31,,2025-04
INV-250976,2025-04-16,2025-04-15,C1023,Midwest Stadium Services Inc.,6919.63,PO 40354,2025-04
INV-250977,2025-04-16,2025-04-15,C1026,Parma Community College,8459.13,,2025-04
INV-250978,2025-04-16,2025-04-16,C1035,Twinsburg Industrial Park LLC,11984.37,,2025-04
INV-250979,2025-04-16,2025-04-16,C1035,Twinsburg Industrial Park LLC,11249.39,PO 44743,2025-04
INV-250980,2025-04-16,2025-04-15,C1038,Westlake Commercial Cleaning Company,13301.24,,2025-04
INV-250981,2025-04-16,2025-04-16,C1038,Westlake Commercial Cleaning Company,6500.68,PO 47948,2025-04
INV-250982,2025-04-16,2025-04-16,C1038,Westlake Commercial Cleaning Company,7180.51,,2025-04
INV-250983,2025-04-16,2025-04-16,C1040,Youngstown Metal Works Inc.,10104.8,,2025-04
INV-250984,2025-04-17,2025-04-16,C1002,Bayview Medical Center Inc.,4283.95,,2025-04
INV-250985,2025-04-17,2025-04-17,C1011,Garfield Industrial Company,7499.62,,2025-04
INV-250986,2025-04-17,2025-04-16,C1012,Great Lakes Logistics Inc.,11184.32,,2025-04
INV-250987,2025-04-17,2025-04-16,C1022,Medina Auto Group,7426.33,PO 40832,2025-04
INV-250988,2025-04-17,2025-04-17,C1022,Medina Auto Group,3647.9,,2025-04
INV-250989,2025-04-17,2025-04-16,C1033,Summit Healthcare Group Inc.,13888.31,,2025-04
INV-250990,2025-04-17,2025-04-17,C1033,Summit Healthcare Group Inc.,7678.98,PO 49849,2025-04
INV-250991,2025-04-17,2025-04-17,C1035,Twinsburg Industrial Park LLC,26541.24,PO 41505,2025-04
INV-250992,2025-04-18,2025-04-18,C1007,Eastgate Office Partners,9048.3,,2025-04
INV-250993,2025-04-18,2025-04-17,C1011,Garfield Industrial Company,8033.93,,2025-04
INV-250994,2025-04-18,2025-04-18,C1023,Midwest Stadium Services Inc.,3078.13,,2025-04
INV-250995,2025-04-18,2025-04-18,C1023,Midwest Stadium Services Inc.,7200.35,,2025-04
INV-250996,2025-04-18,2025-04-18,C1025,Oak Ridge Office Parks,3712.93,,2025-04
INV-250997,2025-04-18,2025-04-18,C1026,Parma Community College,4231.94,Standing order,2025-04
INV-250998,2025-04-18,2025-04-18,C1033,Summit Healthcare Group Inc.,17853.3,,2025-04
INV-250999,2025-04-18,2025-04-18,C1035,Twinsburg Industrial Park LLC,11157.58,,2025-04
INV-251000,2025-04-18,2025-04-18,C1036,University Circle Services,13168.76,,2025-04
INV-251001,2025-04-18,2025-04-17,C1038,Westlake Commercial Cleaning Company,5871.49,,2025-04
INV-251002,2025-04-18,2025-04-18,C1039,Willoughby Tech Center,3407.83,,2025-04
INV-251003,2025-04-18,2025-04-17,C1040,Youngstown Metal Works Inc.,9921.38,PO 46521,2025-04
INV-251004,2025-04-21,2025-04-21,C1007,Eastgate Office Partners,5419.77,,2025-04
INV-251005,2025-04-21,2025-04-21,C1010,Forest City Hotels and Resorts,6519.27,,2025-04
INV-251006,2025-04-21,2025-04-21,C1010,Forest City Hotels and Resorts,3446.88,,2025-04
INV-251007,2025-04-21,2025-04-20,C1021,Maple Heights Facilities LLC,3631.84,,2025-04
INV-251008,2025-04-21,2025-04-20,C1024,North Coast Restaurants LLC,3129.94,PO 43631,2025-04
INV-251009,2025-04-21,2025-04-20,C1028,Portage Cold Storage Company,6983.09,,2025-04
INV-251010,2025-04-21,2025-04-21,C1035,Twinsburg Industrial Park LLC,4360.71,Standing order,2025-04
INV-251011,2025-04-21,2025-04-21,C1036,University Circle Services,7798.85,Standing order,2025-04
INV-251012,2025-04-21,2025-04-21,C1036,University Circle Services,4513.43,,2025-04
INV-251013,2025-04-21,2025-04-21,C1038,Westlake Commercial Cleaning Company,43080.27,,2025-04
INV-251014,2025-04-21,2025-04-21,C1040,Youngstown Metal Works Inc.,2018.7,Standing order,2025-04
INV-251015,2025-04-21,2025-04-21,C1040,Youngstown Metal Works Inc.,11104.45,Standing order,2025-04
INV-251016,2025-04-21,2025-04-21,C1040,Youngstown Metal Works Inc.,1568.25,,2025-04
INV-251017,2025-04-22,2025-04-22,C1006,Delmar Janitorial Services LLC,9530.35,Standing order,2025-04
INV-251018,2025-04-22,2025-04-22,C1013,Hamilton County Services,10263.21,,2025-04
INV-251019,2025-04-22,2025-04-21,C1015,Heritage Food Services Inc.,6070.7,,2025-04
INV-251020,2025-04-22,2025-04-22,C1018,Kent Valley Hospital,14479.29,PO 40445,2025-04
INV-251021,2025-04-22,2025-04-22,C1026,Parma Community College,9237.04,Standing order,2025-04
INV-251022,2025-04-22,2025-04-22,C1026,Parma Community College,5711.85,,2025-04
INV-251023,2025-04-22,2025-04-22,C1026,Parma Community College,3647.32,Standing order,2025-04
INV-251024,2025-04-22,2025-04-22,C1029,Riverside Fitness Clubs LLC,61736.15,,2025-04
INV-251025,2025-04-22,2025-04-21,C1030,Sandusky Marine and Supply,37409.97,Standing order,2025-04
INV-251026,2025-04-22,2025-04-22,C1030,Sandusky Marine and Supply,6762.27,,2025-04
INV-251027,2025-04-22,2025-04-21,C1033,Summit Healthcare Group Inc.,36203.22,Standing order,2025-04
INV-251028,2025-04-22,2025-04-22,C1035,Twinsburg Industrial Park LLC,8903.71,Standing order,2025-04
INV-251029,2025-04-22,2025-04-22,C1035,Twinsburg Industrial Park LLC,7939.59,PO 47940,2025-04
INV-251030,2025-04-22,2025-04-22,C1036,University Circle Services,17979.87,,2025-04
INV-251031,2025-04-22,2025-04-22,C1036,University Circle Services,7107.25,PO 42290,2025-04
INV-251032,2025-04-22,2025-04-21,C1036,University Circle Services,12024.08,PO 49689,2025-04
INV-251033,2025-04-22,2025-04-22,C1037,Valley View Hotels Inc.,15277.95,Standing order,2025-04
INV-251034,2025-04-22,2025-04-22,C1038,Westlake Commercial Cleaning Company,4440.6,,2025-04
INV-251035,2025-04-22,2025-04-21,C1038,Westlake Commercial Cleaning Company,7845.29,Standing order,2025-04
INV-251036,2025-04-23,2025-04-22,C1002,Bayview Medical Center Inc.,5507.14,,2025-04
INV-251037,2025-04-23,2025-04-23,C1002,Bayview Medical Center Inc.,6531.11,PO 44187,2025-04
INV-251038,2025-04-23,2025-04-23,C1005,Clearwater Janitorial Company,2554.26,,2025-04
INV-251039,2025-04-23,2025-04-23,C1011,Garfield Industrial Company,19294.13,Standing order,2025-04
INV-251040,2025-04-23,2025-04-23,C1011,Garfield Industrial Company,11953.74,,2025-04
INV-251041,2025-04-23,2025-04-23,C1014,Harborview Apartments LLC,17403.62,,2025-04
INV-251042,2025-04-23,2025-04-23,C1026,Parma Community College,11745.7,,2025-04
INV-251043,2025-04-23,2025-04-22,C1026,Parma Community College,3534.85,Standing order,2025-04
INV-251044,2025-04-23,2025-04-23,C1033,Summit Healthcare Group Inc.,9462.0,,2025-04
INV-251045,2025-04-23,2025-04-22,C1035,Twinsburg Industrial Park LLC,2714.99,,2025-04
INV-251046,2025-04-23,2025-04-23,C1036,University Circle Services,3682.5,Standing order,2025-04
INV-251047,2025-04-23,2025-04-22,C1038,Westlake Commercial Cleaning Company,7957.33,Standing order,2025-04
INV-251048,2025-04-24,2025-04-24,C1002,Bayview Medical Center Inc.,9663.17,,2025-04
INV-251049,2025-04-24,2025-04-24,C1005,Clearwater Janitorial Company,3127.07,PO 48425,2025-04
INV-251050,2025-04-24,2025-04-24,C1011,Garfield Industrial Company,3225.69,,2025-04
INV-251051,2025-04-24,2025-04-24,C1011,Garfield Industrial Company,8020.99,,2025-04
INV-251052,2025-04-24,2025-04-23,C1013,Hamilton County Services,12390.72,PO 43395,2025-04
INV-251053,2025-04-24,2025-04-23,C1014,Harborview Apartments LLC,15308.33,,2025-04
INV-251054,2025-04-24,2025-04-23,C1015,Heritage Food Services Inc.,3564.34,,2025-04
INV-251055,2025-04-24,2025-04-23,C1020,Lorain Distribution Company,9860.62,PO 40690,2025-04
INV-251056,2025-04-24,2025-04-23,C1021,Maple Heights Facilities LLC,4601.86,,2025-04
INV-251057,2025-04-24,2025-04-24,C1021,Maple Heights Facilities LLC,10395.94,Standing order,2025-04
INV-251058,2025-04-24,2025-04-24,C1026,Parma Community College,4087.82,,2025-04
INV-251059,2025-04-24,2025-04-23,C1029,Riverside Fitness Clubs LLC,4830.22,,2025-04
INV-251060,2025-04-24,2025-04-24,C1033,Summit Healthcare Group Inc.,32241.57,,2025-04
INV-251061,2025-04-24,2025-04-23,C1036,University Circle Services,4618.18,Standing order,2025-04
INV-251062,2025-04-24,2025-04-24,C1038,Westlake Commercial Cleaning Company,12701.24,,2025-04
INV-251063,2025-04-24,2025-04-24,C1040,Youngstown Metal Works Inc.,2891.34,,2025-04
INV-251064,2025-04-24,2025-04-24,C1040,Youngstown Metal Works Inc.,12991.56,,2025-04
INV-251065,2025-04-25,2025-04-25,C1002,Bayview Medical Center Inc.,12688.27,,2025-04
INV-251066,2025-04-25,2025-04-24,C1003,Cardinal Hospitality Group LLC,2708.77,Standing order,2025-04
INV-251067,2025-04-25,2025-04-24,C1004,Cedar Point Facility Services,30019.03,PO 46261,2025-04
INV-251068,2025-04-25,2025-04-25,C1010,Forest City Hotels and Resorts,1670.85,PO 40543,2025-04
INV-251069,2025-04-25,2025-04-25,C1014,Harborview Apartments LLC,5753.6,,2025-04
INV-251070,2025-04-25,2025-04-25,C1015,Heritage Food Services Inc.,8380.9,Standing order,2025-04
INV-251071,2025-04-25,2025-04-24,C1018,Kent Valley Hospital,5083.65,,2025-04
INV-251072,2025-04-25,2025-04-25,C1026,Parma Community College,7018.85,,2025-04
INV-251073,2025-04-25,2025-04-24,C1029,Riverside Fitness Clubs LLC,6270.28,Standing order,2025-04
INV-251074,2025-04-25,2025-04-25,C1038,Westlake Commercial Cleaning Company,10408.04,,2025-04
INV-251075,2025-04-25,2025-04-25,C1040,Youngstown Metal Works Inc.,17010.34,,2025-04
INV-251076,2025-04-28,2025-04-28,C1002,Bayview Medical Center Inc.,6437.45,,2025-04
INV-251077,2025-04-28,2025-04-28,C1003,Cardinal Hospitality Group LLC,7702.04,Standing order,2025-04
INV-251078,2025-04-28,2025-04-28,C1006,Delmar Janitorial Services LLC,19534.77,,2025-04
INV-251079,2025-04-28,2025-04-28,C1011,Garfield Industrial Company,16480.64,Standing order,2025-04
INV-251080,2025-04-28,2025-04-28,C1012,Great Lakes Logistics Inc.,11357.82,PO 44744,2025-04
INV-251081,2025-04-28,2025-04-27,C1012,Great Lakes Logistics Inc.,10229.52,Standing order,2025-04
INV-251082,2025-04-28,2025-04-28,C1022,Medina Auto Group,13341.82,,2025-04
INV-251083,2025-04-28,2025-04-28,C1026,Parma Community College,6222.36,PO 44978,2025-04
INV-251084,2025-04-28,2025-04-28,C1026,Parma Community College,7230.45,,2025-04
INV-251085,2025-04-28,2025-04-28,C1026,Parma Community College,4584.57,PO 47098,2025-04
INV-251086,2025-04-28,2025-04-28,C1026,Parma Community College,9493.26,,2025-04
INV-251087,2025-04-28,2025-04-28,C1028,Portage Cold Storage Company,6957.8,,2025-04
INV-251088,2025-04-28,2025-04-28,C1035,Twinsburg Industrial Park LLC,55724.9,PO 40603,2025-04
INV-251089,2025-04-29,2025-04-29,C1002,Bayview Medical Center Inc.,4462.46,Standing order,2025-04
