Inv #,Inv Date,Ship Dt,Customer,Amount,Memo
INV-251032,04/22/2025,04/21/2025,University Circle Services,12024.08,PO 49689
INV-251033,2025-04-22,2025-04-22,Valley View Hotels Inc.,15277.95,Standing order
INV-251034,22-Apr-25,22-Apr-25,Westlake Commercial Cleaning Company,"$4,440.60",
INV-251035,04/22/2025,04/21/2025,Westlake Commercial Cleaning Company,7845.29,Standing order
INV-251036,2025-04-23,2025-04-22,Bayview Medical Center Inc.,5507.14,
INV-251037,04/23/2025,04/23/2025,Bayview Medical Center Inc.,6531.11,PO 44187
INV-251038,04/23/2025,04/23/2025,Clearwater Janitorial Company,2554.26,
INV-251039,2025-04-23,2025-04-23,Garfield Industrial Company,19294.13,Standing order
INV-251040,23-Apr-25,23-Apr-25,Garfield Industrial Company,"$11,953.74",
INV-251041,2025-04-23,2025-04-23,Harborview Apartments LLC,17403.62,
INV-251042,04/23/2025,04/23/2025,Parma Community College,"$11,745.70",
INV-251043,23-Apr-25,22-Apr-25,Parma Community College,"$3,534.85",Standing order
INV-251044,04/23/2025,04/23/2025,Summit Healthcare Group Inc.,9462.00,
INV-251045,04/23/2025,04/22/2025,Twinsburg Industrial Park LLC,2714.99,
INV-251046,04/23/2025,04/23/2025,University Circle Services,3682.50,Standing order
INV-251047,2025-04-23,2025-04-22,Westlake Commercial Cleaning Company,7957.33,Standing order
INV-251048,2025-04-24,2025-04-24,Bayview Medical Center Inc.,"$9,663.17",
INV-251049,04/24/2025,04/24/2025,Clearwater Janitorial Company,3127.07,PO 48425
INV-251050,04/24/2025,04/24/2025,GARFIELD INDUSTRIAL COMPANY,"$3,225.69",
INV-251051,24-Apr-25,24-Apr-25,Garfield Industrial Company,8020.99,
INV-251052,24-Apr-25,23-Apr-25,Hamilton County Services,12390.72,PO 43395
INV-251053,2025-04-24,2025-04-23,Harborview Apartments LLC,"$15,308.33",
INV-251054,2025-04-24,2025-04-23,Heritage Food Services Inc.,3564.34,
INV-251055,2025-04-24,2025-04-23,Lorain Distribution Company,9860.62,PO 40690
INV-251056,04/24/2025,04/23/2025,Maple Heights Facilities LLC,"$4,601.86",
INV-251057,04/24/2025,04/24/2025,Maple Heights Facilities LLC  ,"$10,395.94",Standing order
INV-251058,2025-04-24,2025-04-24,PARMA COMMUNITY COLLEGE,4087.82,
INV-251059,04/24/2025,04/23/2025,Riverside Fitness Clubs LLC,"$4,830.22",
INV-251060,2025-04-24,2025-04-24,Summit Healthcare Group Inc.,32241.57,
INV-251061,24-Apr-25,23-Apr-25,University Circle Services,4618.18,Standing order
INV-251062,2025-04-24,2025-04-24,Westlake Commercial Cleaning Company,"$12,701.24",
INV-251063,04/24/2025,04/24/2025,Youngstown Metal Works Inc.,2891.34,
INV-251064,24-Apr-25,24-Apr-25,Youngstown Metal Works Inc.,"$12,991.56",
INV-251065,25-Apr-25,25-Apr-25,Bayview Medical Center Inc.,"$12,688.27",
INV-251066,2025-04-25,2025-04-24,CARDINAL HOSPITALITY GROUP LLC,2708.77,Standing order
INV-251067,25-Apr-25,24-Apr-25,Cedar Point Facility Services,30019.03,PO 46261
INV-251068,04/25/2025,04/25/2025,Forest City Hotels and Resorts,1670.85,PO 40543
INV-251069,25-Apr-25,25-Apr-25,Harborview Apartments LLC,"$5,753.60",
INV-251070,25-Apr-25,25-Apr-25,Heritage Food Services Inc.,8380.90,Standing order
INV-251071,25-Apr-25,24-Apr-25,Kent Valley Hospital,"$5,083.65",
INV-251072,2025-04-25,2025-04-25,Parma Community College,7018.85,
INV-251073,25-Apr-25,24-Apr-25,Riverside Fitness Clubs LLC,"$6,270.28",Standing order
INV-251074,04/25/2025,04/25/2025,WESTLAKE COMMERCIAL CLEANING COMPANY,10408.04,
INV-251075,2025-04-25,2025-04-25,Youngstown Metal Works Inc.,"$17,010.34",
INV-251076,2025-04-28,2025-04-28,Bayview Medical Center Inc.,6437.45,
INV-251077,2025-04-28,2025-04-28,Cardinal Hospitality Group LLC,7702.04,Standing order
INV-251078,04/28/2025,04/28/2025,Delmar Janitorial Services LLC,"$19,534.77",
INV-251079,28-Apr-25,28-Apr-25,Garfield Industrial Co.,16480.64,Standing order
INV-251080,04/28/2025,04/28/2025,Great Lakes Logistics Inc.,11357.82,PO 44744
INV-251081,04/28/2025,04/27/2025,Great Lakes Logistics Inc.,"$10,229.52",Standing order
INV-251082,2025-04-28,2025-04-28,Medina Auto Group,13341.82,
INV-251083,04/28/2025,04/28/2025,Parma Community College,"$6,222.36",PO 44978
INV-251084,2025-04-28,2025-04-28,Parma Community College,7230.45,
INV-251085,28-Apr-25,28-Apr-25,Parma Community College,4584.57,PO 47098
INV-251086,2025-04-28,2025-04-28,Parma Community College,9493.26,
INV-251087,2025-04-28,2025-04-28,Portage Cold Storage Company,6957.80,
INV-251088,28-Apr-25,28-Apr-25,Twinsburg Industrial Park LLC,"$55,724.90",PO 40603
INV-251089,04/29/2025,04/29/2025,Bayview Medical Center Inc.,4462.46,Standing order
INV-251090,04/29/2025,04/29/2025,Clearwater Janitorial Co.,"$11,278.55",Standing order
INV-251091,2025-04-29,2025-04-29,Eastgate Office Partners,8125.04,PO 42419
INV-251092,29-Apr-25,29-Apr-25,Evergreen Senior Living Inc.,31523.62,Standing order
INV-251093,2025-04-29,2025-04-29,Forest City Hotels and Resorts,6839.75,
INV-251094,29-Apr-25,28-Apr-25,Garfield Industrial Company,"$6,155.48",
INV-251095,2025-04-29,2025-04-28,Garfield Industrial Company,4083.62,PO 42258
INV-251096,29-Apr-25,29-Apr-25,Medina Auto Group,11935.48,
INV-251097,29-Apr-25,29-Apr-25,Oak Ridge Office Parks,7567.84,
INV-251098,29-Apr-25,29-Apr-25,Parma Community College,4442.90,
INV-251099,04/29/2025,04/29/2025,Twinsburg Industrial Park LLC,"$2,127.98",
INV-251100,2025-04-29,2025-04-29,Westlake Commercial Cleaning Company,7645.44,
INV-251101,2025-04-29,2025-04-28,YOUNGSTOWN METAL WORKS INC.,5033.47,
INV-251102,04/29/2025,04/29/2025,Youngstown Metal Works Inc.,4494.72,
INV-251103,2025-04-29,2025-04-29,Youngstown Metal Works Inc.,17128.53,
INV-251104,04/30/2025,04/30/2025,Bayview Medical Center Inc.,16827.83,
INV-251105,30-Apr-25,30-Apr-25,Clearwater Janitorial Company,2265.80,Standing order
INV-251106,30-Apr-25,30-Apr-25,Forest City Hotels and Resorts,8849.50,
INV-251107,04/30/2025,04/30/2025,Great Lakes Logistics Inc.,"$9,482.68",
INV-251108,04/30/2025,04/30/2025,Medina Auto Group,15127.98,PO 49170
INV-251109,30-Apr-25,30-Apr-25,Midwest Stadium Services Inc.  ,"$7,027.77",
INV-251110,30-Apr-25,29-Apr-25,Parma Community College,16912.55,
INV-251111,04/30/2025,04/29/2025,Parma Community College,"$4,327.11",PO 47691
INV-251112,04/30/2025,04/30/2025,Shaker Square Retail Partners,"$12,783.99",Standing order
INV-251113,30-Apr-25,30-Apr-25,Twinsburg Industrial Park LLC,13373.39,
INV-251114,2025-04-30,2025-04-30,University Circle Services,3802.73,
INV-251115,04/30/2025,04/30/2025,YOUNGSTOWN METAL WORKS INC.,8228.60,
INV-251116,30-Apr-25,30-Apr-25,Youngstown Metal Works,5383.90,
INV-251117,2025-04-30,2025-04-29,Youngstown Metal Works Inc.,8576.98,Standing order
INV-251118,30-Apr-25,30-Apr-25,Youngstown Metal Works Inc.,17051.32,
,,,Subtotal - Apr 2025,"$3,174,977.61",
INV-251119,05/01/2025,05/01/2025,Eastgate Office Partners,"$32,534.20",PO 41118
INV-251120,01-May-25,30-Apr-25,Great Lakes Logistics Inc.,"$4,918.76",Standing order
INV-251121,2025-05-01,2025-05-01,Great Lakes Logistics Inc.,8697.75,
INV-251122,01-May-25,01-May-25,Great Lakes Logistics,5901.75,Standing order
INV-251123,01-May-25,01-May-25,Medina Auto Group,"$25,752.02",Standing order
INV-251124,2025-05-01,2025-05-01,Midwest Stadium Services Inc.,12190.43,Standing order
INV-251125,01-May-25,01-May-25,Oak Ridge Office Parks,20043.84,PO 42146
INV-251126,2025-05-01,2025-05-01,Oak Ridge Office Parks,"$9,158.09",Standing order
INV-251127,05/01/2025,05/01/2025,Summit Healthcare Group Inc.,20421.54,
INV-251128,01-May-25,01-May-25,University Circle Services,6227.16,Standing order
INV-251129,05/01/2025,05/01/2025,University Circle Services,9902.36,PO 46374
INV-251130,05/01/2025,04/30/2025,Willoughby Tech Center,8034.78,
INV-251131,01-May-25,01-May-25,Youngstown Metal Works Inc.,4536.51,
INV-251132,01-May-25,01-May-25,Youngstown Metal Works Inc.,"$6,484.25",PO 47477
INV-251133,2025-05-02,2025-05-02,Eastgate Office Partners,"$12,179.74",PO 48827
INV-251134,2025-05-02,2025-05-01,Evergreen Senior Living Inc.,6046.50,
INV-251135,2025-05-02,2025-05-02,HERITAGE FOOD SERVICES INC.,"$11,706.39",
INV-251136,02-May-25,02-May-25,Medina Auto Group  ,"$3,456.63",PO 48199
INV-251137,05/02/2025,05/01/2025,Medina Auto Group,2642.84,
INV-251138,05/02/2025,05/02/2025,Parma Community College,4813.60,
INV-251139,05/02/2025,05/02/2025,Riverside Fitness Clubs LLC,15838.48,
INV-251140,05/02/2025,05/02/2025,Twinsburg Industrial Park LLC,6801.15,PO 47890
INV-251141,2025-05-05,2025-05-05,Allegheny Property Management LLC,"$26,747.49",
INV-251142,05-May-25,05-May-25,Bayview Medical Center Inc.,16179.30,
INV-251143,2025-05-05,2025-05-05,Cardinal Hospitality Group LLC,25872.36,
INV-251144,2025-05-05,2025-05-05,Cardinal Hospitality Group LLC,"$5,401.58",
INV-251145,05/05/2025,05/05/2025,Delmar Janitorial Services LLC,13242.14,
INV-251146,05-May-25,05-May-25,Evergreen Senior Living Inc.,15709.87,
INV-251147,2025-05-05,2025-05-05,Forest City Hotels and Resorts,13814.84,
INV-251148,2025-05-05,2025-05-04,Harborview Apartments LLC,3061.87,
INV-251149,05-May-25,05-May-25,Kent Valley Hospital,4620.25,
INV-251150,05/05/2025,05/05/2025,Midwest Stadium Services Inc.,3497.46,PO 48549
INV-251151,2025-05-05,2025-05-04,Oak Ridge Office Parks,13473.44,
INV-251152,05/05/2025,05/05/2025,Summit Healthcare Group Inc.,24753.74,PO 45490
INV-251153,05-May-25,05-May-25,Valley View Hotels Inc.,24801.28,Standing order
INV-251154,2025-05-05,2025-05-05,Westlake Commercial Cleaning Company  ,"$12,789.38",
INV-251155,05/05/2025,05/05/2025,Westlake Commercial Cleaning Company,"$13,586.51",PO 48446
INV-251156,2025-05-06,2025-05-06,Delmar Janitorial Services LLC,1346.62,
INV-251157,05/06/2025,05/05/2025,Delmar Janitorial Services LLC,3775.93,
INV-251158,2025-05-06,2025-05-05,Forest City Hotels and Resorts,"$7,265.81",
INV-251159,05/06/2025,05/06/2025,Ironwood Property Services,"$14,216.60",
INV-251160,06-May-25,06-May-25,Ironwood Property Services,8187.22,PO 43568
INV-251161,2025-05-06,2025-05-06,Medina Auto Group  ,"$23,075.93",
INV-251162,06-May-25,06-May-25,Oak Ridge Office Parks,20473.70,
INV-251163,05/06/2025,05/05/2025,Pinnacle Building Services Inc.,8859.68,
INV-251164,2025-05-06,2025-05-06,Summit Healthcare Group Inc.,"$4,382.79",
INV-251165,05/06/2025,05/05/2025,TRI-STATE WAREHOUSE COMPANY,13071.59,PO 42791
INV-251166,06-May-25,06-May-25,University Circle Services,"$5,164.77",
INV-251167,2025-05-06,2025-05-06,University Circle Services,27791.89,
INV-251168,2025-05-06,2025-05-05,Westlake Commercial Cleaning Company,"$15,135.56",
INV-251169,05/06/2025,05/06/2025,Westlake Commercial Cleaning Company,4687.29,Standing order
INV-251170,2025-05-06,2025-05-05,Youngstown Metal Works Inc.,38046.34,
INV-251171,2025-05-07,2025-05-07,Evergreen Senior Living Inc.,13105.42,
INV-251172,05/07/2025,05/07/2025,Garfield Industrial Company,32022.02,
INV-251173,07-May-25,07-May-25,Great Lakes Logistics Inc.,4469.85,
INV-251174,2025-05-07,2025-05-07,Great Lakes Logistics Inc.,4694.55,
INV-251175,05/07/2025,05/06/2025,Kent Valley Hospital,3889.33,
INV-251176,05/07/2025,05/07/2025,Kent Valley Hospital,14123.73,
INV-251177,07-May-25,07-May-25,Lakeshore Cleaning Services Inc.,17880.18,Standing order
INV-251178,2025-05-07,2025-05-07,Lorain Distribution Company,20002.08,PO 47141
INV-251179,2025-05-07,2025-05-06,Medina Auto Group,5122.03,Standing order
INV-251180,2025-05-07,2025-05-07,University Circle Svcs,14790.27,
INV-251181,07-May-25,06-May-25,Youngstown Metal Works Inc.,"$8,383.39",
INV-251182,07-May-25,07-May-25,Youngstown Metal Works Inc.,9089.47,Standing order
INV-251183,08-May-25,07-May-25,BAYVIEW MEDICAL CENTER INC.,15362.63,PO 48080
INV-251184,2025-05-08,2025-05-08,Evergreen Senior Living Inc.,"$14,104.93",
INV-251185,05/08/2025,05/08/2025,Heritage Food Services,2185.87,
INV-251186,2025-05-08,2025-05-08,Lakeshore Cleaning Services Inc.,29361.24,Standing order
INV-251187,05/08/2025,05/08/2025,North Coast Restaurants LLC,"$6,249.02",
INV-251188,08-May-25,07-May-25,Parma Community College,8895.68,
INV-251189,08-May-25,08-May-25,Pinnacle Building Services Inc.,13688.07,Standing order
INV-251190,08-May-25,08-May-25,Riverside Fitness Clubs LLC,"$16,263.17",Standing order
INV-251191,2025-05-08,2025-05-07,Summit Healthcare Group Inc.,9828.80,Standing order
INV-251192,2025-05-08,2025-05-07,Summit Healthcare Group Inc.,6169.98,
INV-251193,2025-05-08,2025-05-08,Westlake Commercial Cleaning Company,"$9,640.20",
INV-251194,08-May-25,08-May-25,Westlake Commercial Cleaning Company,"$6,161.31",Standing order
INV-251195,08-May-25,07-May-25,Willoughby Tech Center,"$3,437.43",
INV-251196,08-May-25,08-May-25,Youngstown Metal Works Inc.,"$22,426.85",Standing order
INV-251197,05/08/2025,05/07/2025,YOUNGSTOWN METAL WORKS INC.,"$4,432.49",
INV-251198,05/08/2025,05/08/2025,Youngstown Metal Works Inc.,6378.92,PO 40025
INV-251199,09-May-25,09-May-25,Bayview Medical Center Inc.,9351.35,
INV-251200,09-May-25,09-May-25,Cardinal Hospitality Group LLC,19958.48,
INV-251201,05/09/2025,05/08/2025,Delmar Janitorial Services LLC,7520.81,Standing order
INV-251202,05/09/2025,05/09/2025,Harborview Apartments LLC,15522.60,
INV-251203,2025-05-09,2025-05-09,Ironwood Property Services,14160.66,PO 44809
INV-251204,05/09/2025,05/09/2025,Maple Heights Facilities LLC,13877.86,
INV-251205,05/09/2025,05/09/2025,Medina Auto Group,$941.96,
INV-251206,09-May-25,08-May-25,Portage Cold Storage Company,"$11,880.57",Standing order
INV-251207,09-May-25,09-May-25,Riverside Fitness Clubs LLC,17690.85,
INV-251208,09-May-25,09-May-25,Riverside Fitness Clubs LLC,7496.07,
INV-251209,05/09/2025,05/09/2025,Westlake Commercial Cleaning Company  ,15060.70,PO 43032
INV-251210,05/09/2025,05/09/2025,Youngstown Metal Works Inc.,5599.26,
INV-251211,12-May-25,11-May-25,Bayview Medical Center Inc.,37538.13,
INV-251212,2025-05-12,2025-05-12,Great Lakes Logistics Inc.,14236.27,
INV-251213,12-May-25,11-May-25,Harborview Apartments LLC,15096.67,
INV-251214,12-May-25,12-May-25,Heritage Food Services Inc.,6365.63,PO 45233
INV-251215,05/12/2025,05/12/2025,Kent Valley Hospital,"$20,434.33",
INV-251216,2025-05-12,2025-05-11,Kent Valley Hospital,6353.89,PO 42558
INV-251217,05/12/2025,05/12/2025,Kent Valley Hospital,"$18,100.84",Standing order
INV-251218,05/12/2025,05/12/2025,Lorain Distribution Company,7111.30,
INV-251219,05/12/2025,05/12/2025,NORTH COAST RESTAURANTS LLC,5978.93,
INV-251220,05/12/2025,05/12/2025,Pinnacle Building Services Inc.,3505.17,
INV-251221,12-May-25,12-May-25,Sandusky Marine and Supply,"$21,418.57",
INV-251222,12-May-25,12-May-25,Stark County Services,1153.51,
INV-251223,2025-05-12,2025-05-12,Tri-State Warehouse Company,"$6,226.11",
INV-251224,05/12/2025,05/11/2025,Twinsburg Industrial Park LLC,"$11,971.50",Standing order
INV-251225,05/12/2025,05/12/2025,University Circle Services,"$5,033.43",
INV-251226,12-May-25,11-May-25,Westlake Commercial Cleaning Company,11542.78,
INV-251227,2025-05-12,2025-05-12,Youngstown Metal Works Inc.,"$32,318.67",Standing order
INV-251228,05/13/2025,05/13/2025,Bayview Medical Center Inc.,1654.65,
INV-251229,05/13/2025,05/13/2025,Bayview Medical Center Inc.,8625.98,
INV-251230,05/13/2025,05/13/2025,Bayview Medical Center Inc.,"$39,525.15",PO 42259
INV-251231,2025-05-13,2025-05-12,Cardinal Hospitality Group LLC,3040.94,PO 47897
INV-251232,13-May-25,12-May-25,Delmar Janitorial Services LLC,"$22,773.12",PO 49731
INV-251233,13-May-25,12-May-25,Garfield Industrial Company,13869.88,Standing order
INV-251234,05/13/2025,05/13/2025,Harborview Apartments LLC,"$17,768.96",
INV-251235,05/13/2025,05/12/2025,Ironwood Property Services,"$4,814.19",Standing order
INV-251236,13-May-25,13-May-25,Midwest Stadium Services Inc.,4308.85,Standing order
INV-251237,2025-05-13,2025-05-13,Parma Community College,20897.74,
INV-251238,2025-05-13,2025-05-12,Riverside Fitness Clubs LLC,13447.43,PO 43405
INV-251239,05/13/2025,05/13/2025,Summit Healthcare Group Inc.,"$5,496.02",PO 49869
INV-251240,2025-05-13,2025-05-13,TRI-STATE WAREHOUSE COMPANY,30298.86,
INV-251241,13-May-25,13-May-25,Youngstown Metal Works Inc.,24098.28,PO 45970
INV-251242,05/14/2025,05/14/2025,Bayview Medical Center Inc.,"$8,682.47",
INV-251243,2025-05-14,2025-05-13,Bayview Medical Center Inc.,71977.94,
INV-251244,14-May-25,14-May-25,Garfield Industrial Company,14877.30,
INV-251245,14-May-25,14-May-25,Harborview Apartments LLC,3770.51,Standing order
INV-251246,2025-05-14,2025-05-14,Lorain Distribution Company,"$12,444.19",
INV-251247,05/14/2025,05/13/2025,Medina Auto Group,5141.24,
INV-251248,2025-05-14,2025-05-14,Parma Community College,"$6,675.97",PO 41952
INV-251249,2025-05-14,2025-05-14,Sandusky Marine and Supply,"$4,884.79",
INV-251250,14-May-25,14-May-25,Summit Healthcare Group Inc.,"$13,423.30",PO 49726
INV-251251,05/14/2025,05/13/2025,University Circle Services,"$4,477.54",
INV-251252,05/14/2025,05/14/2025,Youngstown Metal Works Inc.,4475.12,
INV-251253,2025-05-15,2025-05-15,Allegheny Property Management LLC,35061.17,
INV-251254,05/15/2025,05/15/2025,Bayview Medical Center Inc.,6576.64,
INV-251255,05/15/2025,05/15/2025,Cardinal Hospitality Group LLC,40431.31,
INV-251256,05/15/2025,05/14/2025,Delmar Janitorial Services LLC,10362.92,
INV-251257,15-May-25,14-May-25,Eastgate Office Partners,4977.34,
INV-251258,15-May-25,15-May-25,Forest City Hotels and Resorts,"$6,214.13",
INV-251259,05/15/2025,05/15/2025,Forest City Hotels and Resorts,8576.53,PO 48823
INV-251260,15-May-25,15-May-25,North Coast Restaurants LLC,"$9,823.60",
INV-251261,05/15/2025,05/15/2025,Oak Ridge Office Parks,"$14,683.20",PO 43825
INV-251262,15-May-25,15-May-25,Summit Healthcare Group Inc.,"$2,882.65",Standing order
INV-251263,15-May-25,14-May-25,Twinsburg Industrial Park LLC,10565.27,PO 40707
INV-251264,15-May-25,15-May-25,Twinsburg Industrial Park LLC,"$5,480.37",Standing order
INV-251265,2025-05-15,2025-05-14,Westlake Commercial Cleaning Company,6413.65,
INV-251266,16-May-25,16-May-25,Bayview Medical Center Inc.,"$18,991.97",PO 41818
INV-251267,05/16/2025,05/16/2025,Bayview Medical Center Inc.,7249.69,
INV-251268,2025-05-16,2025-05-15,Clearwater Janitorial Company,10398.42,PO 44590
INV-251269,05/16/2025,05/16/2025,Eastgate Office Partners,12729.54,
INV-251270,2025-05-16,2025-05-15,Lorain Distribution Company,"$5,590.51",
INV-251271,05/16/2025,05/15/2025,Medina Auto Group,"$7,219.03",
INV-251272,16-May-25,16-May-25,Midwest Stadium Services Inc.,2412.29,Standing order
INV-251273,16-May-25,16-May-25,Portage Cold Storage Company,12107.71,PO 40461
INV-251274,05/16/2025,05/15/2025,Twinsburg Industrial Park LLC,7709.68,PO 48571
INV-251275,05/16/2025,05/16/2025,Youngstown Metal Works Inc.,"$14,283.86",Standing order
INV-251276,05/19/2025,05/19/2025,Bayview Medical Center Inc.,3881.32,Standing order
INV-251277,2025-05-19,2025-05-19,Bayview Medical Center Inc.,"$8,214.32",
INV-251278,05/19/2025,05/19/2025,Eastgate Office Partners,23590.65,
INV-251279,19-May-25,19-May-25,Fairlawn Public Schools,5990.18,
INV-251280,19-May-25,19-May-25,FAIRLAWN PUBLIC SCHOOLS,"$7,079.77",
INV-251281,2025-05-19,2025-05-19,Garfield Industrial Company,"$22,499.77",
INV-251282,19-May-25,19-May-25,Kent Valley Hospital,"$2,140.08",
INV-251283,05/19/2025,05/19/2025,Summit Healthcare Group Inc.,"$7,500.90",PO 48537
INV-251284,05/19/2025,05/19/2025,Twinsburg Industrial Park LLC,15800.99,
INV-251285,2025-05-19,2025-05-19,Westlake Commercial Cleaning Company,5888.83,Standing order
INV-251286,05/19/2025,05/19/2025,Westlake Commercial Cleaning Company,"$10,813.60",
INV-251287,05/19/2025,05/19/2025,Youngstown Metal Works Inc.,"$4,723.95",
INV-251288,19-May-25,18-May-25,Youngstown Metal Works Inc.,"$14,137.64",
INV-251289,2025-05-20,2025-05-20,Great Lakes Logistics Inc.,"$5,140.57",
INV-251290,2025-05-20,2025-05-20,Heritage Food Services Inc.,1590.10,
INV-251291,2025-05-20,2025-05-20,Kent Valley Hospital,9733.74,PO 47691
INV-251292,2025-05-20,2025-05-19,Sandusky Marine and Supply,"$22,556.01",PO 49330
INV-251293,05/20/2025,05/20/2025,Twinsburg Industrial Park LLC,"$6,167.44",
INV-251294,20-May-25,20-May-25,Twinsburg Industrial Park LLC,"$7,197.65",Standing order
INV-251295,20-May-25,20-May-25,Westlake Commercial Cleaning Company,25401.78,PO 48001
INV-251296,05/20/2025,05/19/2025,Youngstown Metal Works Inc.,"$36,343.44",
INV-251297,05/20/2025,05/20/2025,Youngstown Metal Works Inc.,"$15,374.95",PO 44012
INV-251298,2025-05-20,2025-05-19,Youngstown Metal Works Inc.,24277.97,
INV-251299,21-May-25,21-May-25,Cardinal Hospitality Group LLC,"$3,267.98",
